employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-99839973,Kenneth,Williams,Female,Virginia,Norfolk,2017-03-20,Operations,Logistics Coordinator,Bachelor,59269,Good,No,1973-11-22,
00-24020462,Michele,Mcguire,Female,Ohio,Columbus,2020-10-24,Marketing,SEO Specialist,Bachelor,59934,Satisfactory,Yes,1996-09-23,
00-37967928,Marcus,Kaufman,Female,North Carolina,Greensboro,2022-09-28,Finance,Accounts Payable Specialist,Bachelor,56574,Good,Yes,1982-02-01,
00-21908902,Matthew,Brown,Female,New York,Rochester,2018-09-20,IT,IT Support Specialist,High School,58072,Good,Yes,1997-01-02,
00-98837210,Jared,Zuniga,Female,New York,New York City,2018-12-19,Sales,Sales Representative,Bachelor,70173,Satisfactory,Yes,1997-03-02,
00-40436373,Kimberly,Schaefer,Male,New York,Buffalo,2017-04-04,Sales,Sales Consultant,Master,96748,Satisfactory,No,1975-01-15,
00-60454492,Andrea,Castillo,Female,New York,New York City,2023-03-07,IT,Software Developer,Bachelor,96901,Good,No,1991-04-18,
00-19257341,Renee,Perez,Female,New York,New York City,2020-01-01,Operations,Logistics Coordinator,Bachelor,63934,Good,No,1975-01-01,
00-44130157,Taylor,Allen,Male,New York,Rochester,2020-03-26,Operations,Operations Analyst,Master,59690,Satisfactory,No,1982-02-13,
00-62218908,Johnny,Ward,Male,Ohio,Columbus,2015-05-18,Operations,Logistics Coordinator,Bachelor,62749,Needs Improvement,No,1990-06-07,
00-50250703,Joanne,Miller,Male,New York,Rochester,2017-09-07,Sales,Sales Representative,Bachelor,69981,Needs Improvement,Yes,1997-02-14,
00-73208859,Kelly,Gallegos,Male,New York,Rochester,2022-02-24,Marketing,Marketing Coordinator,Bachelor,71907,Good,No,1976-10-03,
00-26419085,Christopher,Green,Male,New York,Buffalo,2018-10-12,Marketing,SEO Specialist,High School,64061,Satisfactory,No,1973-12-11,
00-57880373,Stephen,Holmes,Male,New York,Rochester,2020-08-03,Operations,Operations Analyst,Master,68139,Good,No,1973-02-28,
00-94169488,Logan,Brown,Female,Illinois,Aurora,2019-11-15,Sales,Sales Representative,Bachelor,62061,Excellent,Yes,1984-03-19,
00-25422230,Alan,Smith,Female,New York,Rochester,2019-04-28,Operations,Inventory Specialist,High School,55323,Excellent,No,1999-02-21,
00-55187097,John,Simpson,Male,New York,New York City,2015-06-08,Marketing,Content Creator,Bachelor,70363,Needs Improvement,No,1984-04-04,
00-20324372,Cody,Lee,Female,New York,Rochester,2020-09-11,Marketing,Content Creator,High School,55798,Good,No,1986-10-25,
00-85771821,Linda,Shaw,Male,New York,Buffalo,2020-01-22,Marketing,SEO Specialist,High School,55843,Good,No,1999-03-11,
00-48477438,Jennifer,Herrera,Female,Michigan,Warren,2023-12-18,IT,IT Support Specialist,High School,61180,Good,No,1999-10-15,
00-50245439,Christopher,Harris,Male,Michigan,Warren,2023-01-31,Sales,Sales Representative,Bachelor,66862,Needs Improvement,No,1974-01-28,
00-61889106,Christopher,Brown,Male,Michigan,Grand Rapids,2022-03-25,Marketing,SEO Specialist,High School,72871,Good,Yes,1967-08-04,
00-89295660,Timothy,Gutierrez,Male,New York,New York City,2017-08-18,Customer Service,Help Desk Technician,Bachelor,96366,Good,No,1975-12-21,
00-75344357,Sierra,Smith,Female,New York,Rochester,2023-10-18,Marketing,SEO Specialist,High School,55338,Good,No,1994-04-27,
00-27241808,Chris,Bryant,Male,New York,New York City,2020-01-17,Sales,Sales Consultant,PhD,91604,Satisfactory,Yes,1966-05-25,
00-26827538,Emily,Mccoy,Male,New York,Rochester,2020-04-26,Customer Service,Support Specialist,Bachelor,63572,Good,Yes,1985-06-26,
00-95486212,Kevin,Rivera,Female,New York,Rochester,2024-06-14,IT,IT Support Specialist,Bachelor,62227,Excellent,No,1986-11-26,
00-13848263,Brian,May,Female,New York,Rochester,2023-08-26,Sales,Sales Specialist,PhD,95725,Good,No,1987-02-23,
00-95149726,Aaron,Shields,Female,New York,Rochester,2018-10-27,Marketing,Content Creator,High School,59103,Satisfactory,No,1997-06-22,
00-87193711,Diane,Sanchez,Female,Ohio,Cleveland,2022-10-22,Customer Service,Customer Service Representative,High School,55171,Good,No,1976-07-13,
00-35120806,Charles,Mcmahon,Male,New York,Rochester,2016-03-06,Customer Service,Customer Service Representative,High School,64150,Excellent,No,1962-08-22,
00-60615059,Julia,Smith,Female,New York,Rochester,2019-01-13,Operations,Logistics Coordinator,Bachelor,57589,Satisfactory,No,1976-06-30,
00-60674429,Jack,Brown,Female,New York,New York City,2024-12-16,Operations,Inventory Specialist,High School,64953,Satisfactory,No,1977-01-21,
00-20463550,Ryan,Rogers,Male,New York,Rochester,2015-08-24,Sales,Sales Specialist,Master,57564,Satisfactory,No,1972-11-24,
00-62902765,Sherri,Kent,Female,Michigan,Grand Rapids,2024-01-07,IT,IT Support Specialist,High School,56862,Good,Yes,1996-07-07,
00-14304580,Mark,Guerra,Female,New York,Buffalo,2017-03-03,Customer Service,Customer Service Representative,Bachelor,56281,Good,Yes,1983-07-31,
00-39552089,Joyce,Davis,Female,Illinois,Chicago,2017-10-14,Customer Service,Customer Service Representative,Bachelor,54642,Excellent,Yes,1982-07-22,
00-15317415,Anthony,Ortiz,Male,New York,Rochester,2016-01-14,Finance,Financial Analyst,PhD,95524,Good,No,1993-11-02,
00-68749531,Leslie,Scott,Female,Michigan,Detroit,2024-09-26,Operations,Operations Analyst,Bachelor,75213,Good,No,1961-09-10,
00-66502445,Ashley,Smith,Female,New York,Buffalo,2019-12-24,Customer Service,Help Desk Technician,Bachelor,59577,Good,No,1980-11-25,
00-12166999,Richard,Orozco,Female,Pennsylvania,Pittsburgh,2016-03-16,IT,System Administrator,Master,87606,Satisfactory,No,2002-06-24,
00-19686066,Jody,Taylor,Female,New York,Rochester,2018-02-19,Customer Service,Support Specialist,Bachelor,61148,Good,No,1998-05-19,
00-47054585,Derrick,Johnson,Female,Illinois,Aurora,2023-12-27,Operations,Logistics Coordinator,Bachelor,57483,Good,Yes,1990-12-07,
00-49428563,Jesse,Madden,Male,New York,New York City,2015-02-17,Finance,Accountant,Bachelor,64807,Good,Yes,1975-05-24,
00-42925384,Elizabeth,Williams,Male,Ohio,Cincinnati,2023-05-18,IT,IT Support Specialist,Bachelor,69534,Needs Improvement,No,1969-05-21,
00-71461144,Diana,Davis,Male,New York,Rochester,2018-08-30,Sales,Sales Specialist,Master,56699,Good,No,2000-09-03,
00-68288208,Christina,Williams,Male,New York,New York City,2023-01-28,Operations,Logistics Coordinator,Bachelor,68729,Satisfactory,Yes,1964-01-08,
00-60585874,Katherine,Scott,Male,Michigan,Detroit,2023-04-22,IT,Software Developer,Bachelor,89212,Satisfactory,Yes,1989-04-07,
00-61503382,Jeffrey,Garcia,Male,New York,New York City,2017-03-24,Operations,Inventory Specialist,Bachelor,67541,Good,Yes,2006-03-22,
00-39284333,Grant,White,Male,New York,Rochester,2016-05-18,Operations,Logistics Coordinator,Bachelor,60782,Satisfactory,No,1991-07-24,
00-57876025,Teresa,Hogan,Female,Michigan,Grand Rapids,2022-02-27,IT,Software Developer,Bachelor,88884,Good,Yes,1988-06-06,
00-92186957,Jessica,King,Female,New York,Buffalo,2021-10-30,Sales,Sales Representative,Bachelor,59347,Excellent,Yes,1991-03-05,
00-31199787,Robert,Campbell,Female,New York,Buffalo,2021-02-15,Sales,Sales Representative,Bachelor,61643,Good,No,1972-08-15,
00-68877510,Kevin,Mason,Female,Michigan,Warren,2018-04-19,IT,System Administrator,Bachelor,85905,Satisfactory,No,1999-07-14,
00-22439507,Linda,Lynch,Female,Illinois,Naperville,2017-06-05,Marketing,Marketing Manager,Master,85826,Needs Improvement,No,1961-12-03,
00-39035574,Adam,Baker,Female,New York,New York City,2024-07-05,Operations,Logistics Coordinator,Bachelor,56400,Satisfactory,No,1982-12-05,
00-10332878,Ruben,Adams,Female,Pennsylvania,Pittsburgh,2024-09-29,Customer Service,Customer Service Representative,Bachelor,63160,Good,Yes,1987-06-15,
00-54898857,Jessica,Aguilar,Male,Michigan,Warren,2018-05-10,Operations,Operations Analyst,Bachelor,83030,Good,No,2002-05-03,
00-37955709,Samuel,Chavez,Female,New York,Buffalo,2023-09-01,Customer Service,Support Specialist,Bachelor,56857,Excellent,No,1994-02-20,
00-48728311,Colleen,Camacho,Male,New York,Buffalo,2024-03-29,Sales,Sales Consultant,Master,73184,Good,Yes,1983-01-06,
00-63597191,Dorothy,Pierce,Female,New York,Rochester,2019-08-16,IT,IT Support Specialist,High School,58840,Excellent,Yes,1993-04-12,
00-81933142,Gregory,Kennedy,Male,New York,Buffalo,2017-03-26,Operations,Operations Analyst,Bachelor,92979,Good,Yes,2005-12-24,
00-72924221,Richard,Schroeder,Female,Ohio,Columbus,2022-05-02,Sales,Sales Specialist,PhD,82466,Excellent,Yes,1972-12-24,
00-43915603,Gregory,Reyes,Male,New York,New York City,2024-12-16,Marketing,Content Creator,Bachelor,65838,Satisfactory,No,2005-06-26,
00-21232956,Nathan,Cook,Female,New York,Buffalo,2018-11-05,HR,Recruiter,High School,66019,Good,Yes,1981-01-04,
00-87881130,Joseph,Gallagher,Female,New York,Buffalo,2023-05-22,Customer Service,Customer Service Representative,Bachelor,64734,Good,No,1972-02-19,
00-22454733,Eric,Cobb,Male,New York,New York City,2016-11-14,Sales,Sales Consultant,PhD,86704,Good,No,1976-12-14,
00-88968371,William,Harvey,Male,Michigan,Grand Rapids,2019-06-01,IT,Software Developer,Bachelor,93204,Good,No,1965-06-05,
00-89140869,Kevin,Adams,Female,New York,Rochester,2023-10-12,Customer Service,Support Specialist,High School,60714,Good,No,2002-11-16,
00-27986931,Mike,Wright,Female,Michigan,Grand Rapids,2023-11-06,Operations,Operations Analyst,Master,61881,Good,No,1990-05-20,
00-11874217,Helen,Moore,Male,New York,Buffalo,2020-11-16,Operations,Logistics Coordinator,Bachelor,72332,Good,No,1972-12-19,
00-69164819,Kimberly,Rush,Male,New York,Buffalo,2020-12-03,Operations,Inventory Specialist,High School,62523,Good,Yes,1991-07-29,
00-22718281,Phillip,Cortez,Male,New York,New York City,2020-08-31,Sales,Sales Specialist,Bachelor,83838,Satisfactory,Yes,1983-11-23,
00-80912122,Matthew,Hoffman,Female,New York,Rochester,2023-09-12,IT,Software Developer,Master,83320,Satisfactory,Yes,1982-08-25,
00-18022803,Holly,Russell,Male,Michigan,Grand Rapids,2016-10-05,Sales,Sales Representative,Bachelor,70332,Good,No,1987-11-05,
00-74481318,Nicole,Ray,Male,New York,New York City,2024-11-20,Operations,Logistics Coordinator,Bachelor,68767,Needs Improvement,No,1993-10-14,
00-37666357,Julie,Moore,Female,Pennsylvania,Allentown,2020-03-14,Operations,Inventory Specialist,Bachelor,53920,Good,Yes,1995-11-12,
00-18713806,Renee,Fischer,Female,New York,New York City,2017-05-22,Operations,Inventory Specialist,High School,63737,Needs Improvement,No,1987-05-21,
00-81787784,Sandra,Hernandez,Male,New York,Rochester,2019-02-07,IT,IT Support Specialist,High School,66913,Good,No,1963-12-04,
00-11984025,Thomas,Moore,Female,New York,New York City,2019-06-16,Operations,Inventory Specialist,Bachelor,62763,Satisfactory,Yes,1997-10-27,
00-83657703,Deanna,Villa,Female,New York,Rochester,2019-12-13,Customer Service,Customer Service Manager,PhD,98538,Good,No,1976-05-20,
00-64410410,Julie,Payne,Female,Michigan,Grand Rapids,2021-03-23,Finance,Financial Analyst,Master,83285,Good,No,1987-01-05,
00-50425346,Joseph,Bentley,Female,New York,Rochester,2016-04-14,Operations,Logistics Coordinator,Bachelor,58016,Excellent,No,1981-11-24,
00-17097304,Amy,Porter,Male,New York,Rochester,2019-06-06,Sales,Sales Consultant,Master,63663,Good,No,1998-09-10,
00-10308646,Elizabeth,Johnson,Male,New York,Buffalo,2017-10-13,IT,Software Developer,Master,95634,Excellent,No,1972-05-13,
00-87602817,Phillip,Ryan,Male,Michigan,Detroit,2022-04-18,IT,System Administrator,Master,75140,Good,No,1987-03-29,
00-19677366,Thomas,Fowler,Male,New York,Rochester,2018-08-13,Customer Service,Help Desk Technician,Bachelor,80231,Satisfactory,No,1961-09-28,
00-36330288,Karen,Blake,Male,Michigan,Detroit,2015-10-14,IT,System Administrator,Master,73310,Good,Yes,1979-04-05,
00-34788160,Chris,Davis,Male,Michigan,Grand Rapids,2017-11-10,Sales,Sales Representative,Bachelor,75713,Good,Yes,1986-10-08,
00-67946787,Emily,Porter,Male,New York,Rochester,2023-02-06,Operations,Logistics Coordinator,Bachelor,62172,Satisfactory,Yes,1992-03-12,
00-54981354,Penny,Robertson,Male,New York,Buffalo,2023-03-13,Sales,Sales Specialist,Master,52895,Excellent,No,1999-02-02,
00-53814159,Steven,Johnson,Male,New York,Buffalo,2024-01-09,Operations,Logistics Coordinator,Bachelor,63777,Good,No,2005-05-04,
00-48695860,Lindsay,Wells,Female,New York,Rochester,2022-05-19,Operations,Operations Analyst,Bachelor,78957,Good,No,2005-12-06,
00-30589340,Thomas,Martin,Female,New York,Rochester,2015-10-30,Customer Service,Support Specialist,Bachelor,62466,Excellent,No,1968-02-10,
00-14921520,Adam,Davis,Male,New York,Rochester,2016-07-14,Customer Service,Customer Service Representative,High School,61599,Satisfactory,No,1978-10-21,
00-52917259,Rodney,Olson,Male,New York,Buffalo,2022-07-21,Operations,Inventory Specialist,High School,55635,Satisfactory,No,1997-06-18,
00-12562661,Jennifer,Peters,Male,Florida,Orlando,2016-02-21,Operations,Inventory Specialist,Bachelor,61937,Satisfactory,No,1967-06-28,
00-43534134,Jessica,Berry,Male,New York,Rochester,2017-02-12,Operations,Operations Analyst,Master,59154,Needs Improvement,No,1971-10-12,
00-28877659,Tiffany,Werner,Female,New York,Rochester,2016-05-25,Sales,Sales Specialist,Master,86683,Excellent,No,1994-04-11,
00-15014140,James,Tate,Female,Virginia,Richmond,2015-10-13,Sales,Sales Specialist,PhD,72882,Good,Yes,1986-03-14,
00-88800061,Scott,White,Male,New York,New York City,2017-08-22,Customer Service,Support Specialist,High School,55317,Satisfactory,No,1998-02-06,
00-16333941,Mary,Goodman,Male,New York,Buffalo,2018-12-27,Sales,Sales Representative,Bachelor,69537,Good,No,1965-03-10,
00-13695188,Cynthia,Price,Male,Pennsylvania,Pittsburgh,2016-09-13,IT,Software Developer,Bachelor,88135,Good,Yes,1988-12-31,
00-92402869,Maxwell,Sullivan,Female,Michigan,Grand Rapids,2022-11-30,Customer Service,Customer Service Representative,High School,61738,Satisfactory,No,1990-06-23,
00-37881659,James,Rodriguez,Male,New York,Rochester,2017-02-20,Sales,Sales Representative,Bachelor,79334,Satisfactory,No,1985-12-28,
00-40014729,Sarah,Valencia,Male,New York,Buffalo,2020-08-02,Sales,Sales Consultant,Master,71091,Good,Yes,1980-10-08,
00-96133200,Rachel,Smith,Female,North Carolina,Greensboro,2017-05-24,Customer Service,Customer Service Representative,Bachelor,61787,Satisfactory,No,1982-10-10,
00-60846028,Ashley,Wagner,Male,Ohio,Cincinnati,2024-08-30,IT,IT Support Specialist,High School,61566,Good,Yes,1985-11-24,
00-38813492,Victoria,Rodriguez,Male,New York,New York City,2017-08-22,Operations,Logistics Coordinator,Bachelor,63289,Good,No,1961-08-30,
00-44113177,Jacqueline,Reyes,Female,New York,Buffalo,2018-04-17,Sales,Sales Consultant,Master,84990,Needs Improvement,No,1986-12-07,
00-48024987,Steve,Oliver,Male,New York,Rochester,2018-06-14,HR,Recruiter,Bachelor,64315,Satisfactory,No,1977-09-28,
00-34920268,Emily,Jenkins,Male,New York,Buffalo,2020-11-20,Operations,Operations Analyst,Master,70124,Good,No,1991-10-23,
00-49990044,Jeffrey,Murphy,Female,New York,New York City,2021-08-07,IT,Software Developer,Bachelor,86157,Satisfactory,Yes,1984-12-03,
00-10667938,Antonio,Blanchard,Male,New York,Rochester,2017-02-09,Finance,Accountant,Bachelor,70533,Excellent,No,1983-08-07,
00-67720123,Michael,Ayala,Female,North Carolina,Raleigh,2019-01-11,Operations,Inventory Specialist,Bachelor,56514,Satisfactory,Yes,1998-12-23,
00-17316042,Richard,Higgins,Female,Illinois,Naperville,2022-07-26,Operations,Inventory Specialist,High School,62839,Good,Yes,1968-08-08,
00-43221198,Joseph,Richards,Male,New York,Buffalo,2019-10-05,Sales,Sales Representative,Bachelor,69379,Good,Yes,1964-05-23,
00-99928690,Christopher,Perez,Female,New York,Buffalo,2019-04-10,Operations,Logistics Coordinator,Bachelor,57960,Satisfactory,No,1985-06-19,
00-98834823,Joseph,Alvarez,Male,New York,Buffalo,2020-08-31,IT,System Administrator,Bachelor,103626,Satisfactory,Yes,2004-09-26,
00-58388604,Martha,Douglas,Female,Virginia,Richmond,2017-03-16,Operations,Logistics Coordinator,Bachelor,54713,Satisfactory,No,1976-10-26,
00-41145672,Gina,Ferguson,Female,New York,Rochester,2018-02-06,Operations,Inventory Specialist,Bachelor,59333,Satisfactory,Yes,1973-03-29,
00-33832188,Brandon,Elliott,Male,New York,Buffalo,2024-10-17,Customer Service,Help Desk Technician,High School,79166,Satisfactory,No,1984-03-09,
00-54629491,Joseph,Chandler,Male,New York,Buffalo,2020-12-14,Sales,Sales Representative,Bachelor,81579,Satisfactory,No,1982-05-21,
00-75488223,Michelle,Snyder,Male,New York,New York City,2022-03-20,Operations,Logistics Coordinator,Bachelor,66216,Good,No,2003-10-02,
00-59624581,Charles,King,Male,New York,Buffalo,2023-07-18,IT,Software Developer,Master,84580,Needs Improvement,No,1993-09-11,
00-18130731,Dale,Smith,Female,Michigan,Detroit,2021-04-13,Sales,Sales Specialist,PhD,102085,Good,No,1962-11-09,
00-50284955,Destiny,Garza,Female,New York,Rochester,2016-08-28,Operations,Operations Analyst,Bachelor,63364,Satisfactory,No,1993-06-19,
00-59589949,Kelsey,Williams,Male,North Carolina,Greensboro,2017-04-24,Operations,Inventory Specialist,High School,63566,Good,No,1977-02-13,
00-88061689,Rachel,Martin,Male,Illinois,Chicago,2022-11-28,Operations,Inventory Specialist,Bachelor,62050,Satisfactory,No,1995-11-17,
00-69261347,Edward,Hoffman,Male,New York,New York City,2023-11-17,Sales,Sales Representative,Bachelor,72453,Satisfactory,No,2000-02-18,
00-62855838,Melissa,Frost,Female,New York,Rochester,2019-05-28,Sales,Sales Specialist,Bachelor,53016,Satisfactory,No,2004-07-25,
00-41316383,Amy,Johnson,Female,Virginia,Virginia Beach,2018-12-18,Customer Service,Customer Service Representative,High School,54171,Good,No,2003-10-17,
00-64723538,Nancy,Guzman,Female,New York,New York City,2016-03-30,Customer Service,Customer Service Representative,Bachelor,64527,Satisfactory,No,1985-10-25,
00-87388161,Drew,Blevins,Female,New York,Rochester,2020-10-07,Sales,Sales Representative,Bachelor,70762,Good,No,2002-10-31,
00-43533178,Jonathan,Woodard,Female,Virginia,Richmond,2017-12-07,Operations,Operations Analyst,Master,87504,Satisfactory,Yes,1983-11-20,
00-62111008,Kevin,Green,Male,New York,Buffalo,2020-02-26,Sales,Sales Specialist,PhD,91090,Excellent,No,1963-09-06,
00-49971412,Brian,Flores,Female,New York,Rochester,2016-01-28,Sales,Sales Consultant,Bachelor,82151,Satisfactory,No,2004-09-25,
00-31025774,Bryan,Woods,Female,New York,New York City,2021-12-25,Finance,Accounts Payable Specialist,Bachelor,62817,Good,No,1984-02-26,
00-66149681,Cole,Hood,Male,New York,New York City,2024-12-04,IT,System Administrator,Master,71466,Good,No,1984-11-21,
00-83424114,Cory,Mccall,Female,North Carolina,Raleigh,2024-05-19,Sales,Sales Consultant,PhD,109464,Good,Yes,1978-02-07,
00-38521600,Christopher,Cobb,Male,New York,Buffalo,2024-02-06,Finance,Financial Analyst,Bachelor,107160,Satisfactory,No,1975-06-30,
00-83622284,Jacqueline,Miller,Female,New York,New York City,2018-06-30,IT,IT Support Specialist,Bachelor,58453,Good,No,1988-06-29,
00-43064672,James,Taylor,Male,New York,New York City,2022-09-14,IT,Software Developer,Master,95897,Needs Improvement,No,1994-04-12,
00-23591973,Brandi,Parker,Female,New York,Rochester,2019-11-05,Customer Service,Help Desk Technician,High School,62186,Good,No,1993-10-14,
00-49733158,Allen,Taylor,Male,New York,Rochester,2020-11-26,Marketing,Marketing Coordinator,Bachelor,66651,Satisfactory,Yes,1993-10-01,
00-41724268,Elizabeth,Smith,Male,New York,New York City,2021-12-20,HR,HR Coordinator,Bachelor,67090,Good,No,2004-05-26,
00-98217691,Abigail,Pratt,Male,Pennsylvania,Philadelphia,2016-02-02,Operations,Operations Analyst,Master,62217,Excellent,No,1978-01-02,
00-40145757,Christopher,Anderson,Male,Pennsylvania,Philadelphia,2022-07-14,IT,IT Support Specialist,Bachelor,60894,Good,Yes,2000-08-03,
00-23623919,Melissa,Evans,Male,New York,Buffalo,2019-02-19,Operations,Logistics Coordinator,Bachelor,69106,Excellent,No,1987-01-28,
00-36405217,Todd,Terry,Male,New York,Rochester,2022-10-09,Operations,Inventory Specialist,Bachelor,68076,Satisfactory,No,1983-06-22,
00-42862288,Cathy,Booker,Male,New York,New York City,2015-06-23,Marketing,Marketing Coordinator,Bachelor,79772,Excellent,Yes,1982-04-29,
00-27555507,William,Henry,Male,New York,New York City,2018-04-18,Finance,Accounts Payable Specialist,Bachelor,62810,Excellent,Yes,2003-01-08,
00-32286339,Roy,Jacobs,Male,North Carolina,Greensboro,2023-03-28,Operations,Logistics Coordinator,Bachelor,69239,Good,No,1985-02-17,
00-46758166,Kristina,Miller,Female,New York,New York City,2020-12-01,Customer Service,Help Desk Technician,High School,73856,Good,Yes,1969-05-18,
00-74689395,Victor,Mendez,Male,Pennsylvania,Philadelphia,2024-02-10,Marketing,Content Creator,High School,68255,Satisfactory,Yes,1967-11-01,
00-84615922,Valerie,Martinez,Male,New York,New York City,2023-07-30,Operations,Logistics Coordinator,Bachelor,61634,Satisfactory,No,2000-01-22,
00-46923094,Justin,Wright,Female,New York,New York City,2020-02-25,IT,Software Developer,Master,93596,Good,No,1988-10-04,
00-26439804,Michael,Wiley,Male,New York,New York City,2024-01-28,Operations,Operations Analyst,Bachelor,92671,Good,No,1971-09-10,
00-36368322,John,Mora,Male,New York,Rochester,2020-03-20,Customer Service,Help Desk Technician,High School,56932,Needs Improvement,No,1990-11-20,
00-69327130,Brett,Carlson,Male,New York,Buffalo,2019-06-07,Operations,Logistics Coordinator,Bachelor,60995,Good,No,2003-10-19,
00-47308656,Dorothy,Price,Male,New York,Rochester,2023-05-28,Sales,Sales Manager,Master,111593,Needs Improvement,No,2004-02-23,
00-94937629,Jon,Cooper,Male,New York,Rochester,2017-03-02,HR,HR Coordinator,Bachelor,67035,Good,Yes,1981-05-06,
00-56234339,Marcus,Todd,Female,New York,New York City,2022-06-30,Marketing,Content Creator,Bachelor,68674,Satisfactory,No,1963-04-10,
00-35669800,Larry,Jones,Female,New York,Rochester,2020-02-20,Sales,Sales Specialist,Master,78808,Good,No,1992-05-25,
00-88528019,Michael,Tucker,Male,New York,New York City,2023-10-22,Customer Service,Customer Service Representative,Bachelor,61110,Excellent,No,1992-05-15,
00-50342521,Sarah,Owens,Female,New York,New York City,2015-07-17,Operations,Logistics Coordinator,Bachelor,57738,Good,No,1983-09-04,
00-86860780,Janet,Hill,Male,New York,Buffalo,2017-07-11,IT,IT Support Specialist,Bachelor,67385,Good,No,1976-02-08,
00-99626514,Renee,Simmons,Female,New York,Buffalo,2016-08-08,Operations,Logistics Coordinator,Bachelor,65730,Good,No,1968-08-30,
00-61441320,William,Hendrix,Female,New York,New York City,2022-08-06,Sales,Sales Representative,Bachelor,53019,Excellent,No,1999-09-01,
00-21869032,Tina,Johnson,Female,Michigan,Grand Rapids,2021-02-08,IT,System Administrator,Bachelor,90264,Good,Yes,2003-09-29,
00-13432593,Veronica,Haynes,Female,New York,New York City,2019-05-05,Customer Service,Customer Service Representative,High School,59070,Good,No,1984-08-04,
00-39319972,Shannon,Crosby,Male,New York,New York City,2018-11-30,Sales,Sales Representative,Bachelor,77140,Needs Improvement,Yes,1994-08-13,
00-14410593,Jared,Cox,Female,New York,Rochester,2016-07-03,Marketing,Content Creator,High School,54433,Satisfactory,No,1988-10-24,
00-32791279,Olivia,Christian,Female,New York,Buffalo,2018-03-09,Sales,Sales Representative,Bachelor,55344,Satisfactory,No,1988-03-22,
00-25245600,Danielle,Miller,Male,New York,New York City,2019-02-26,Customer Service,Support Specialist,Bachelor,61650,Good,No,1985-05-14,
00-86193589,Richard,Hodges,Male,New York,Rochester,2021-05-12,Operations,Logistics Coordinator,Bachelor,59388,Good,No,1989-07-19,
00-14548283,Michael,Green,Male,New York,New York City,2022-11-15,Sales,Sales Representative,Bachelor,75212,Excellent,Yes,1990-06-28,
00-40389767,Thomas,Alvarado,Female,New York,Buffalo,2017-01-31,Operations,Operations Analyst,Bachelor,83945,Needs Improvement,No,1975-03-07,
00-73919587,Michele,Valdez,Female,North Carolina,Greensboro,2024-04-10,IT,Software Developer,Master,99438,Excellent,No,1985-09-08,
00-74697129,Mary,Smith,Male,New York,New York City,2022-10-25,Customer Service,Customer Service Manager,PhD,77784,Excellent,No,1967-07-07,
00-46726260,William,Sosa,Female,New York,Buffalo,2020-06-02,Operations,Inventory Specialist,High School,57293,Satisfactory,Yes,1964-03-19,
00-16119049,Hector,Williams,Male,New York,New York City,2023-09-12,Operations,Logistics Coordinator,Bachelor,70990,Good,No,1968-09-30,
00-45608258,Sean,Morton,Male,Michigan,Warren,2016-11-16,Customer Service,Customer Service Representative,High School,57654,Good,No,1974-02-03,
00-68272017,Adam,Little,Female,New York,Rochester,2020-10-23,Operations,Operations Analyst,Master,62662,Satisfactory,Yes,1994-08-20,
00-19920492,Robert,Greene,Male,New York,Buffalo,2024-09-02,IT,IT Support Specialist,Bachelor,62656,Needs Improvement,No,1981-09-21,
00-23922336,Vanessa,Brock,Male,New York,New York City,2019-02-06,Sales,Sales Manager,PhD,94118,Satisfactory,No,1987-02-01,
00-97839168,Derek,Taylor,Female,New York,New York City,2022-06-21,Operations,Operations Analyst,Bachelor,69308,Good,No,2004-03-26,
00-21145168,Gary,Mason,Female,New York,Buffalo,2023-02-10,Operations,Operations Analyst,Master,85329,Good,No,1999-01-30,
00-51815603,Michael,Sparks,Female,Michigan,Grand Rapids,2022-02-28,Marketing,Marketing Coordinator,Bachelor,64416,Needs Improvement,No,1979-02-28,
00-30202738,Jerome,Arnold,Female,Michigan,Detroit,2020-03-07,Operations,Inventory Specialist,Bachelor,57591,Excellent,Yes,1980-11-07,
00-65967954,Angela,Campbell,Female,New York,New York City,2024-07-14,Sales,Sales Consultant,Bachelor,85050,Good,No,1981-09-12,
00-14426551,Thomas,Cline,Female,New York,Buffalo,2022-07-11,Sales,Sales Consultant,Bachelor,86139,Satisfactory,No,2001-01-21,
00-90828833,Michael,Obrien,Female,Michigan,Grand Rapids,2015-08-05,Marketing,SEO Specialist,Bachelor,70852,Needs Improvement,Yes,1973-03-22,
00-26373743,Anthony,Nelson,Male,New York,Rochester,2024-01-15,Operations,Inventory Specialist,Bachelor,64501,Needs Improvement,No,1993-03-07,
00-77369800,Karen,Adams,Female,Pennsylvania,Philadelphia,2023-08-09,Marketing,Marketing Coordinator,Bachelor,71163,Good,No,1996-09-16,
00-84291824,Darrell,Watson,Female,New York,Buffalo,2017-10-12,Customer Service,Customer Service Representative,Bachelor,61484,Good,Yes,1998-08-30,
00-38122623,Janet,Boyle,Male,North Carolina,Greensboro,2018-05-07,Operations,Inventory Specialist,High School,57331,Satisfactory,No,2002-05-11,
00-18238741,Anthony,Farrell,Female,New York,Buffalo,2022-10-09,Customer Service,Customer Service Representative,Bachelor,61881,Satisfactory,No,1984-02-28,
00-22907499,James,Coffey,Male,New York,Rochester,2019-12-10,HR,HR Assistant,High School,57357,Good,No,1996-06-20,
